Chegada,Status,Porto,Sentido,Quantidade
17/02/2025 16:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
17/02/2025 22:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
17/03/2025 13:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
17/03/2025 17:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
18/01/2025 09:00,ATRACADOS,PORTO_DE_PARANAGUA,Imp; Imp,2
18/02/2025,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
18/02/2025,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
18/02/2025,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
18/02/2025 01:00:00,ROLL-IN-ROLL-OFF,PORTO_DE_SANTOS,Exp,1
18/02/2025 05:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
18/02/2025 05:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
18/02/2025 06:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Exp,1
18/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Imp/Exp; Imp,3
18/02/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
18/02/2025 09:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
18/02/2025 10:00:00,CONTEINERES,PORTO_DE_SANTOS,Exp,1
18/02/2025 10:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp; Exp,2
18/02/2025 10:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
18/02/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Imp/Exp,2
18/02/2025 12:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
18/02/2025 13:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
18/02/2025 13:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
18/02/2025 15:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
18/02/2025 19:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
18/02/2025 21:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
18/03/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/01/2025 06:00,ATRACADOS,PORTO_DE_PARANAGUA,Imp,1
19/01/2025 19:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
19/02/2025,ROLL-IN-ROLL-OFF,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
19/02/2025 02:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
19/02/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/02/2025 05:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
19/02/2025 05:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
19/02/2025 06:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
19/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Imp/Exp; Imp/Exp; Exp; Imp,5
19/02/2025 07:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp; Exp,2
19/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Imp/Exp,2
19/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
19/02/2025 08:00:00,GRANEIS SOLIDOS - EXPORTACAO,PORTO_DE_SANTOS,Exp,1
19/02/2025 09:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/02/2025 11:48:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Exp,1
19/02/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
19/02/2025 12:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/02/2025 13:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/02/2025 14:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp; Imp/Exp,2
19/02/2025 17:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/02/2025 18:00:00,PRIORIDADE C3,PORTO_DE_SANTOS,Exp,1
19/02/2025 19:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
19/02/2025 22:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
19/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
19/12/2024 12:30,AO LARGO,PORTO_DE_PARANAGUA,Exp,1
20/01/2025 07:00:00,GRANEIS SOLIDOS - EXPORTACAO,PORTO_DE_SANTOS,Exp,1
20/02/2025,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp/Exp; Exp,2
20/02/2025,SEM PRIORIDADE,PORTO_DE_SANTOS,Imp/Exp,1
20/02/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
20/02/2025 06:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
20/02/2025 06:00:00,LASH,PORTO_DE_SANTOS,Exp; Exp,2
20/02/2025 06:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Exp,1
20/02/2025 06:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Exp,1
20/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
20/02/2025 07:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
20/02/2025 07:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
20/02/2025 07:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
20/02/2025 07:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Imp,1
20/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Imp,2
20/02/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp,1
20/02/2025 10:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
20/02/2025 10:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
20/02/2025 12:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
20/02/2025 15:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
20/02/2025 19:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp; Imp; Imp,3
20/02/2025 20:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Exp; Exp,3
20/02/2025 22:00:00,GRANEIS SOLIDOS - EXPORTACAO,PORTO_DE_SANTOS,Exp,1
20/02/2026 06:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
20/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
20/03/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
20/03/2025 20:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
21/01/2025 16:12:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
21/02/2025 01:00:00,ROLL-IN-ROLL-OFF,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
21/02/2025 03:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
21/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp; Imp/Exp; Imp/Exp,3
21/02/2025 07:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp,1
21/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Exp,2
21/02/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
21/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
21/02/2025 10:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
21/02/2025 11:29:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
21/02/2025 13:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
21/02/2025 19:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
21/03/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Exp; Imp/Exp,2
21/03/2025 16:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
21/12/2024 04:30,ATRACADOS,PORTO_DE_PARANAGUA,Imp; Imp,2
22/01/2025 11:24,DESPACHADOS,PORTO_DE_PARANAGUA,Exp,1
22/02/2025,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
22/02/2025,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
22/02/2025 03:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/02/2025 05:00:00,GRANEIS SOLIDOS - IMPORTACAO,PORTO_DE_SANTOS,Imp,1
22/02/2025 06:00:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
22/02/2025 07:00:00,GRANEIS SOLIDOS - EXPORTACAO,PORTO_DE_SANTOS,Exp,1
22/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Imp; Imp,3
22/02/2025 08:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Exp,1
22/02/2025 10:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/02/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
22/02/2025 13:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/02/2025 18:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
22/02/2025 19:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
22/02/2025 19:00:00,GRANEIS SOLIDOS - EXPORTACAO,PORTO_DE_SANTOS,Exp,1
22/02/2025 20:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
22/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/03/2025 03:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/03/2025 06:00:00,LASH,PORTO_DE_SANTOS,Exp,1
22/03/2025 13:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/03/2025 19:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
22/03/2027 06:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
22/12/2025 06:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
23/01/2025 11:00,AO LARGO,PORTO_DE_PARANAGUA,Imp,1
23/01/2025 13:48,AO LARGO,PORTO_DE_PARANAGUA,Imp,1
23/02/2025,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
23/02/2025,ROLL-IN-ROLL-OFF,PORTO_DE_SANTOS,Exp; Imp/Exp,2
23/02/2025 01:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
23/02/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
23/02/2025 05:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
23/02/2025 05:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
23/02/2025 07:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Exp,1
23/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
23/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
23/02/2025 11:00:00,CONTEINERES,PORTO_DE_SANTOS,Exp,1
23/02/2025 12:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
23/02/2025 14:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
23/02/2025 18:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
23/02/2025 18:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Imp,1
23/03/2025 01:00:00,CONTEINERES,PORTO_DE_SANTOS,Exp,1
23/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
23/03/2025 06:00:00,LASH,PORTO_DE_SANTOS,Exp,1
23/03/2025 14:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
24/01/2025 22:48:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
24/02/2025,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
24/02/2025,ROLL-IN-ROLL-OFF,PORTO_DE_SANTOS,Exp,1
24/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Imp; Imp/Exp; Exp,4
24/02/2025 07:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
24/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Exp,2
24/02/2025 12:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
24/02/2025 18:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
25/02/2025,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
25/02/2025 02:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
25/02/2025 04:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
25/02/2025 06:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
25/02/2025 06:00:00,LASH,PORTO_DE_SANTOS,Exp,1
25/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Imp/Exp,2
25/02/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
25/02/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
25/02/2025 13:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
25/02/2025 20:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Exp,2
25/03/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
25/12/2024 18:48,DESPACHADOS,PORTO_DE_PARANAGUA,Imp; Imp; Imp,3
26/02/2025,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp; Imp/Exp,2
26/02/2025 01:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
26/02/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
26/02/2025 05:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
26/02/2025 07:00:00,CABOTAGEM,PORTO_DE_SANTOS,Exp,1
26/02/2025 07:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
26/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,PORTO_DE_SANTOS,Exp,1
26/02/2025 10:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
26/02/2025 12:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
26/02/2025 13:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
26/02/2025 21:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
27/01/2025 20:12,AO LARGO,PORTO_DE_PARANAGUA,Imp; Imp,2
27/02/2025 01:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/02/2025 01:01:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp; Exp; Imp/Exp; Imp/Exp,4
27/02/2025 07:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/02/2025 07:00:00,SEM PRIORIDADE,PORTO_DE_SANTOS,Exp,1
27/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
27/02/2025 09:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
27/02/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp; Imp; Imp/Exp; Imp/Exp,4
27/02/2025 13:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/02/2025 15:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
27/02/2025 16:18:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Imp,1
27/02/2025 17:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
27/02/2025 20:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
27/02/2025 20:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/02/2025 21:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
27/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/03/2025 20:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
27/12/2024 16:00,DESPACHADOS,PORTO_DE_PARANAGUA,Imp; Imp,2
28/01/2025 03:00,AO LARGO,PORTO_DE_PARANAGUA,Imp; Imp; Imp,3
28/01/2025 11:30,AO LARGO,PORTO_DE_PARANAGUA,Imp; Imp,2
28/01/2025 23:42,AO LARGO,PORTO_DE_PARANAGUA,Exp,1
28/02/2025 00:01,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
28/02/2025 03:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
28/02/2025 06:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
28/02/2025 07:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp,1
28/02/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp,1
28/02/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
28/02/2025 08:01:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
28/02/2025 09:00,ESPERADOS,PORTO_DE_PARANAGUA,Exp; Exp,2
28/02/2025 12:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp; Imp/Exp,2
28/03/2025 08:00,ESPERADOS,PORTO_DE_PARANAGUA,Imp/Exp,1
28/03/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
28/03/2025 16:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
29/01/2025 14:15:00,LIQUIDO A GRANEL,PORTO_DE_SANTOS,Exp,1
29/01/2025 19:00,DESPACHADOS,PORTO_DE_PARANAGUA,Exp,1
29/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
29/03/2025 08:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
30/03/2025 02:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
30/03/2025 18:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
31/01/2025 04:24,ATRACADOS,PORTO_DE_PARANAGUA,Imp,1
31/01/2025 10:18,AO LARGO,PORTO_DE_PARANAGUA,Exp,1
31/03/2025 11:00:00,CONTEINERES,PORTO_DE_SANTOS,Imp/Exp,1
31/12/2024 01:24,AO LARGO,PORTO_DE_PARANAGUA,Exp,1
